Hour,Solar_Input,Load_Demand
2568,-3.61,12.2
2569,2.64,10.34
2570,-3.48,12.52
2571,3.76,11.91
2572,0.47,11.47
2573,-1.85,10.7
2574,0.9,10.24
2575,3.84,13.15
2576,16.33,14.83
2577,24.91,11.23
2578,35.73,14.1
2579,47.94,10.09
2580,49.16,10.64
2581,47.25,11.5
2582,52.83,14.57
2583,48.61,12.33
2584,33.32,13.36
2585,27.68,14.62
2586,20.27,12.35
2587,-1.36,11.47
2588,2.58,13.13
2589,-4.75,13.72
2590,1.41,10.11
2591,-2.15,14.64
2592,1.21,14.71
2593,2.21,14.37
2594,3.67,14.31
2595,-4.78,11.81
2596,0.1,11.78
2597,-4.41,10.7
2598,1.52,10.25
2599,-2.51,11.7
2600,13.4,13.69
2601,27.78,11.36
2602,42.42,12.08
2603,47.5,14.45
2604,46.49,11.73
2605,53.2,11.13
2606,52.17,11.9
2607,39.62,11.25
2608,36.95,12.43
2609,29.56,11.5
2610,11.29,13.17
2611,-4.79,10.06
2612,-3.2,12.71
2613,-4.72,13.62
2614,-3.57,10.87
2615,4.29,13.95
2616,1.31,13.12
2617,-2.55,11.72
2618,-2.89,14.07
2619,-3.75,13.09
2620,4.42,14.48
2621,0.97,12.84
2622,-3.39,13.94
2623,4.33,11.57
2624,15.78,12.79
2625,27.65,11.49
2626,37.71,12.5
2627,42.85,11.96
2628,48.86,14.73
2629,49.78,12.64
2630,44.5,12.65
2631,42.83,13.5
2632,41.3,14.51
2633,26.07,10.73
2634,16.33,14.01
2635,3.28,13.52
2636,1.17,14.25
2637,3.6,13.67
2638,-2.54,12.37
2639,-1.64,10.74
2640,1.01,13.35
2641,0.3,12.17
2642,-2.53,10.32
2643,4.17,10.37
2644,-1.53,12.43
2645,1.11,12.07
2646,2.04,12.56
2647,0.42,11.86
2648,15.88,10.92
2649,28.77,12.57
2650,35.83,12.45
2651,39.85,10.16
2652,52.8,11.64
2653,52.14,12.77
2654,44.1,11.92
2655,42.6,10.44
2656,39.41,13.03
2657,27.94,14.08
2658,19.66,14.36
2659,-2.88,14.03
2660,-4.78,14.1
2661,-0.25,11.04
2662,-0.3,14.72
2663,-1.92,11.68
2664,1.08,12.22
2665,-2.61,10.44
2666,-1.19,12.34
2667,4.03,11.3
2668,-2.66,14.42
2669,-3.2,10.26
2670,-2.04,11.58
2671,-4.69,13.34
2672,15.16,14.03
2673,26.3,12.94
2674,37.61,13.43
2675,46.11,10.89
2676,43.96,13.03
2677,46.44,14.11
2678,47.06,14.12
2679,40.36,13.11
2680,37.16,12.42
2681,27.77,10.01
2682,11.1,13.8
2683,1.58,10.47
2684,3.71,12.14
2685,-1.25,14.45
2686,-2.95,12.97
2687,-4.2,10.85
2688,1.48,11.62
2689,3.09,12.9
2690,1.66,13.76
2691,0.15,10.52
2692,-3.5,13.71
2693,-3.71,12.04
2694,0.92,14.67
2695,3.71,12.02
2696,17.96,12.34
2697,28.75,14.72
2698,35.65,11.27
2699,42.48,12.18
2700,51.67,14.52
2701,47.16,11.09
2702,45.82,13.29
2703,46.72,12.97
2704,34.71,14.67
2705,25.55,13.07
2706,18.12,13.23
2707,-0.01,13.67
2708,1.25,12.2
2709,-4.26,14.66
2710,1.58,12.39
2711,4.56,13.49
2712,0.86,11.08
2713,3.4,11.71
2714,4.32,12.95
2715,1.58,14.68
2716,1.4,14.78
2717,-1.61,10.61
2718,-3.47,14.87
2719,0.51,14.21
2720,11.03,12.73
2721,31.28,14.97
2722,42.45,12.74
2723,46.62,10.54
2724,52.03,14.51
2725,49.36,11.48
2726,46.4,13.03
2727,43.26,11.51
2728,34.48,11.79
2729,25.93,14.79
2730,16.39,13.9
2731,-1.27,11.52
2732,-3.14,12.46
2733,-1.62,12.44
2734,4.29,13.25
2735,4.43,10.95
2736,4.29,11.4
2737,-1.68,11.28
2738,-1.98,10.46
2739,-2.31,12.16
2740,-4.11,12.35
2741,-4.29,10.64
2742,-2.76,12.14
2743,2.32,10.97
2744,12.4,11.42
2745,29.35,11.33
2746,33.91,12.5
2747,41.35,10.01
2748,50.86,14.63
2749,52.43,12.17
2750,46.26,13.66
2751,46.55,13.26
2752,36.11,11.08
2753,28.88,11.66
2754,12.54,11.66
2755,4.59,13.72
2756,-4.83,13.09
2757,4.2,13.34
2758,4.86,11.07
2759,4.63,12.4
2760,2.75,11.27
2761,4.41,11.79
2762,2.27,12.8
2763,0.65,12.61
2764,3.1,12.58
2765,-4.94,13.9
2766,0.17,11.41
2767,0.8,10.58
2768,19.13,10.11
2769,29.63,14.86
2770,35.5,13.3
2771,40.87,11.23
2772,51.95,14.58
2773,53.37,11.56
2774,47.58,10.18
2775,40.16,11.37
2776,40.52,14.7
2777,26.04,10.47
2778,13.68,13.08
2779,2.22,12.02
2780,2.81,11.91
2781,3.39,11.51
2782,-3.24,10.73
2783,-2.28,13.88
2784,-4.45,10.95
2785,-1.85,12.99
2786,-0.1,12.16
2787,2.69,11.5
2788,-1.66,13.06
2789,-1.91,14.95
2790,3.36,13.62
2791,4.9,14.18
2792,10.59,11.73
2793,32.25,11.01
2794,41.75,12.86
2795,45.0,11.96
2796,47.99,10.29
2797,46.8,14.15
2798,52.02,12.67
2799,48.68,13.55
2800,37.97,11.14
2801,23.14,12.34
2802,18.98,11.14
2803,2.35,14.85
2804,-2.35,12.85
2805,0.65,10.58
2806,3.06,12.46
2807,-3.78,13.84
2808,-4.45,14.64
2809,2.63,11.59
2810,4.47,14.29
2811,-0.61,13.87
2812,3.3,11.48
2813,2.0,14.21
2814,2.03,12.4
2815,4.26,14.96
2816,13.24,12.86
2817,25.6,12.51
2818,33.18,10.44
2819,47.39,12.45
2820,43.89,12.99
2821,49.75,14.54
2822,46.67,11.5
2823,45.4,14.34
2824,38.21,14.38
2825,31.52,13.5
2826,15.12,10.02
2827,1.09,14.28
2828,4.79,13.63
2829,-3.47,13.74
2830,-2.01,10.71
2831,2.79,14.41
2832,2.76,14.97
2833,2.67,13.57
2834,-3.36,10.86
2835,3.03,10.59
2836,-4.56,13.52
2837,4.18,10.91
2838,-1.48,13.9
2839,2.39,13.68
2840,17.34,12.79
2841,27.27,10.69
2842,34.38,11.55
2843,45.26,10.21
2844,47.75,11.24
2845,50.02,13.48
2846,50.28,12.14
2847,47.98,10.59
2848,33.35,14.46
2849,30.34,14.77
2850,18.66,14.15
2851,2.31,10.98
2852,-1.58,11.19
2853,1.75,13.44
2854,2.04,12.46
2855,2.3,13.34
2856,4.52,11.13
2857,-1.15,10.85
2858,-0.66,13.49
2859,0.84,11.01
2860,0.47,12.77
2861,4.94,12.27
2862,2.55,12.07
2863,1.26,10.8
2864,13.38,11.29
2865,29.54,12.35
2866,38.79,14.71
2867,45.84,10.98
2868,47.01,14.62
2869,52.27,14.28
2870,48.92,10.56
2871,41.96,12.61
2872,35.82,13.56
2873,25.05,11.78
2874,11.29,14.23
2875,2.93,10.25
2876,4.44,12.97
2877,1.84,12.97
2878,2.36,14.77
2879,2.22,13.34
2880,-0.99,13.74
2881,3.29,13.05
2882,-2.85,14.04
2883,-1.03,13.51
2884,1.72,10.53
2885,-3.74,10.06
2886,3.87,11.95
2887,-2.7,13.26
2888,18.13,14.93
2889,26.64,11.06
2890,42.0,11.04
2891,40.75,14.48
2892,49.41,10.55
2893,50.39,14.34
2894,50.91,11.03
2895,40.69,13.62
2896,39.18,12.43
2897,24.33,14.79
2898,14.8,11.01
2899,-2.14,12.85
2900,-1.62,11.03
2901,-1.22,14.49
2902,-0.81,14.15
2903,-0.02,13.18
2904,4.74,13.21
2905,3.99,13.47
2906,-4.93,14.24
2907,-3.16,13.91
2908,2.13,14.91
2909,1.48,13.34
2910,2.99,11.32
2911,-0.43,11.83
2912,12.86,13.51
2913,27.32,13.22
2914,42.46,13.91
2915,40.65,11.85
2916,49.45,14.4
2917,51.03,11.01
2918,50.65,13.1
2919,45.18,14.27
2920,32.64,13.84
2921,27.21,10.8
2922,11.53,10.17
2923,4.66,11.42
2924,-3.13,11.03
2925,-3.94,13.78
2926,-1.43,12.44
2927,4.04,13.86
2928,-4.32,14.78
2929,2.45,10.47
2930,-2.12,14.06
2931,-3.93,11.56
2932,-2.27,14.92
2933,-1.03,13.41
2934,0.95,11.63
2935,4.78,13.01
2936,14.16,14.38
2937,27.12,13.3
2938,37.92,13.09
2939,47.18,12.77
2940,44.11,13.76
2941,53.11,12.32
2942,49.57,14.75
2943,49.42,11.52
2944,38.16,10.33
2945,29.4,11.1
2946,11.84,14.52
2947,1.91,13.26
2948,-3.86,10.24
2949,2.13,12.22
2950,3.53,11.87
2951,-4.53,12.07
2952,3.43,10.54
2953,4.6,13.81
2954,4.53,14.78
2955,-1.26,11.65
2956,4.33,10.9
2957,-3.51,12.22
2958,-3.01,10.48
2959,2.07,12.28
2960,16.93,10.9
2961,29.47,13.9
2962,39.66,11.92
2963,43.27,10.87
2964,47.29,12.61
2965,53.41,10.39
2966,51.39,12.87
2967,43.87,14.61
2968,35.92,10.63
2969,31.46,11.38
2970,16.14,11.35
2971,2.0,11.3
2972,-0.88,12.39
2973,1.39,13.29
2974,1.36,10.37
2975,2.76,10.42
2976,-0.0,12.35
2977,-1.61,14.29
2978,-2.8,13.61
2979,3.96,13.17
2980,3.84,12.55
2981,-3.59,13.27
2982,-0.91,14.39
2983,2.74,12.13
2984,14.82,14.07
2985,23.57,14.88
2986,33.99,11.78
2987,40.72,10.8
2988,50.97,11.44
2989,46.49,14.35
2990,46.46,11.37
2991,41.79,10.91
2992,32.82,10.45
2993,30.7,11.6
2994,15.68,12.43
2995,-3.23,14.77
2996,1.59,14.91
2997,1.14,13.53
2998,4.83,14.53
2999,-4.61,13.93
3000,-2.88,13.46
3001,-4.17,10.76
3002,-2.24,10.41
3003,3.91,14.63
3004,-3.67,12.86
3005,2.23,14.93
3006,-4.5,10.55
3007,4.79,10.56
3008,16.81,10.66
3009,32.58,12.05
3010,34.29,14.81
3011,40.93,14.11
3012,53.38,11.67
3013,53.58,14.64
3014,47.8,10.28
3015,46.13,10.1
3016,35.12,10.87
3017,27.62,12.69
3018,15.97,10.26
3019,4.22,12.37
3020,-3.29,12.62
3021,1.29,12.83
3022,4.78,10.44
3023,0.66,14.78
3024,0.3,14.83
3025,4.73,10.16
3026,2.74,10.91
3027,-2.39,14.78
3028,3.02,13.46
3029,-2.75,12.02
3030,-1.76,12.09
3031,-3.09,14.96
3032,18.8,11.52
3033,31.33,12.64
3034,34.75,14.45
3035,48.35,13.66
3036,46.19,10.85
3037,48.18,14.06
3038,44.41,14.22
3039,47.72,10.08
3040,38.71,14.25
3041,31.58,13.27
3042,12.21,14.6
3043,1.17,13.59
3044,-0.92,10.35
3045,-1.1,11.36
3046,-3.81,12.64
3047,-1.89,11.74
3048,-2.85,13.19
3049,4.54,14.72
3050,-4.11,13.62
3051,-1.22,10.51
3052,-1.84,12.63
3053,1.53,10.59
3054,-1.8,14.84
3055,-3.81,14.48
3056,13.01,11.29
3057,32.03,10.91
3058,32.99,13.0
3059,47.71,13.01
3060,50.16,12.78
3061,48.44,14.06
3062,51.22,14.22
3063,42.46,12.86
3064,32.55,12.05
3065,29.89,13.19
3066,17.7,12.31
3067,-4.99,12.32
3068,2.56,14.91
3069,4.84,11.36
3070,-1.36,11.49
3071,0.15,10.41
3072,4.7,11.07
3073,-0.31,13.65
3074,2.5,13.6
3075,0.62,10.23
3076,3.71,12.16
3077,3.05,13.92
3078,1.93,13.36
3079,-3.82,12.8
3080,10.84,10.13
3081,27.93,13.33
3082,38.47,13.91
3083,44.11,14.76
3084,51.85,13.15
3085,45.59,14.2
3086,46.2,11.25
3087,48.97,10.73
3088,35.87,13.24
3089,24.17,14.9
3090,19.71,10.15
3091,4.56,11.1
3092,3.1,12.79
3093,3.28,11.53
3094,4.85,12.63
3095,3.78,12.95
3096,4.69,13.92
3097,4.29,12.7
3098,-0.18,12.68
3099,3.9,14.49
3100,3.83,11.97
3101,4.27,12.93
3102,-1.96,11.81
3103,-2.41,11.33
3104,17.76,13.93
3105,31.83,12.41
3106,40.84,10.48
3107,44.08,12.55
3108,46.88,14.39
3109,50.21,14.78
3110,53.57,12.23
3111,42.02,13.12
3112,42.18,14.5
3113,22.95,14.26
3114,18.27,10.48
3115,0.16,14.65
3116,1.08,11.34
3117,4.5,12.4
3118,0.33,10.01
3119,3.69,14.55
3120,-4.61,12.57
3121,0.88,12.86
3122,0.32,12.03
3123,-1.28,13.84
3124,-4.54,10.94
3125,1.2,14.06
3126,-2.91,14.85
3127,-1.02,14.08
3128,14.15,14.25
3129,27.42,13.47
3130,41.76,10.53
3131,40.71,14.84
3132,50.86,11.33
3133,47.71,12.14
3134,47.5,12.16
3135,43.98,12.16
3136,39.41,14.1
3137,23.02,13.11
3138,20.21,10.41
3139,0.82,12.35
3140,3.36,12.63
3141,2.6,11.84
3142,-2.74,14.52
3143,4.05,13.21
3144,-1.02,10.95
3145,-0.18,11.65
3146,1.61,13.56
3147,-2.59,13.21
3148,0.18,12.78
3149,-4.55,12.14
3150,0.23,12.46
3151,1.04,14.23
3152,17.52,11.97
3153,27.49,12.88
3154,34.57,14.15
3155,48.48,11.87
3156,48.89,13.71
3157,47.85,11.26
3158,44.36,13.78
3159,42.17,11.54
3160,41.55,11.68
3161,27.36,13.32
3162,16.01,11.81
3163,1.73,11.08
3164,4.17,13.7
3165,-3.37,12.77
3166,-4.22,12.91
3167,0.56,10.06
3168,-0.05,10.21
3169,1.78,11.29
3170,-2.03,12.91
3171,0.65,10.92
3172,-3.87,13.32
3173,4.67,11.93
3174,2.57,11.76
3175,-3.89,10.09
3176,18.53,11.02
3177,25.09,12.46
3178,34.47,14.3
3179,48.63,14.62
3180,47.19,10.8
3181,51.23,11.54
3182,47.9,11.33
3183,40.32,12.62
3184,32.67,10.24
3185,23.84,11.22
3186,10.58,10.31
3187,4.53,12.57
3188,-2.66,12.92
3189,-2.16,12.18
3190,-1.93,14.75
3191,-3.23,10.75
3192,2.18,12.5
3193,-2.35,10.58
3194,3.5,10.81
3195,2.69,10.59
3196,-4.0,13.44
3197,-1.33,14.62
3198,-3.05,11.65
3199,4.68,14.38
3200,14.06,13.48
3201,24.86,11.73
3202,34.45,14.53
3203,48.39,14.75
3204,47.52,12.44
3205,53.54,11.97
3206,47.98,12.54
3207,43.6,10.03
3208,37.68,13.98
3209,24.32,10.63
3210,13.38,14.68
3211,4.9,12.52
3212,1.34,12.13
3213,-0.41,13.26
3214,3.58,10.05
3215,4.04,11.97
3216,0.24,13.11
3217,-4.75,11.35
3218,1.07,11.83
3219,2.84,10.95
3220,3.62,14.41
3221,4.58,12.71
3222,-1.25,14.78
3223,-2.23,13.78
3224,16.97,13.82
3225,31.35,12.65
3226,39.94,14.55
3227,49.2,13.22
3228,52.21,14.85
3229,49.73,14.37
3230,46.44,14.83
3231,45.32,11.61
3232,41.13,14.12
3233,28.82,10.13
3234,20.25,10.55
3235,1.84,13.04
3236,3.35,13.89
3237,-0.31,12.66
3238,4.69,11.08
3239,-4.14,12.27
3240,-0.9,11.22
3241,2.75,11.61
3242,-0.03,14.87
3243,-3.98,11.19
3244,2.68,10.69
3245,4.54,13.29
3246,-4.46,14.29
3247,2.93,13.18
3248,13.24,14.27
3249,25.75,14.02
3250,39.22,13.18
3251,43.56,14.39
3252,47.23,11.14
3253,54.84,13.61
3254,53.16,11.54
3255,47.49,12.19
3256,37.58,10.59
3257,29.85,11.95
3258,16.18,13.4
3259,1.22,11.86
3260,4.05,12.97
3261,3.54,10.69
3262,1.77,13.42
3263,-1.66,12.33
3264,2.06,12.33
3265,-1.28,12.13
3266,-3.25,13.17
3267,-1.36,14.92
3268,0.64,11.77
3269,2.28,10.37
3270,0.46,10.82
3271,-4.44,14.58
3272,17.97,10.61
3273,23.2,14.84
3274,40.79,14.24
3275,43.71,14.82
3276,47.51,12.79
3277,51.43,12.69
3278,50.96,11.09
3279,46.54,12.33
3280,36.13,11.56
3281,27.45,14.67
3282,10.73,12.32
3283,4.19,14.93
3284,0.12,11.24
3285,-4.26,14.89
3286,-3.44,11.29
3287,-1.99,11.52
3288,1.56,10.77
3289,-2.89,10.98
3290,-0.79,12.45
3291,-0.69,11.57
3292,-3.17,12.95
3293,3.26,11.4
3294,1.63,11.15
3295,-1.56,11.71
3296,20.05,10.87
3297,29.03,10.04
3298,33.49,14.66
3299,44.76,10.45
3300,51.8,12.25
3301,46.91,14.06
3302,44.39,10.48
3303,49.26,14.31
3304,39.68,12.37
3305,31.18,13.65
3306,11.25,10.18
3307,-1.63,12.82
3308,4.12,10.2
3309,3.99,14.22
3310,-0.8,12.07
3311,-0.57,11.91
3312,2.64,12.97
3313,-1.75,13.7
3314,0.66,13.26
3315,-0.04,13.53
3316,-0.86,11.84
3317,-2.72,10.59
3318,0.84,11.84
3319,0.99,11.98
3320,17.11,11.56
3321,27.82,10.97
3322,36.35,10.66
3323,48.26,11.98
3324,48.85,14.68
3325,51.05,13.12
3326,49.69,14.12
3327,44.19,12.58
3328,33.74,10.94
3329,24.76,12.82
3330,16.95,10.05
3331,-3.06,10.75
3332,-1.29,10.69
3333,-4.53,10.96
3334,-1.98,11.64
3335,4.09,12.54
3336,0.34,14.15
3337,1.6,14.25
3338,0.79,10.34
3339,-4.33,11.66
3340,0.71,14.43
3341,2.51,14.12
3342,-1.7,12.5
3343,-1.09,14.24
3344,14.82,11.36
3345,23.41,12.8
3346,35.43,10.31
3347,40.74,14.29
3348,51.63,13.13
3349,45.83,14.41
3350,44.15,11.79
3351,41.95,11.11
3352,35.95,13.2
3353,30.88,11.53
3354,12.4,14.86
3355,1.13,14.51
3356,-1.76,12.28
3357,-0.72,13.57
3358,2.68,12.09
3359,1.17,11.99
3360,-2.71,14.02
3361,4.35,13.37
3362,-2.17,10.99
3363,-0.22,13.05
3364,1.73,14.62
3365,-3.16,11.31
3366,-0.44,11.62
3367,3.9,13.57
3368,10.48,11.77
3369,26.76,12.24
3370,35.04,13.69
3371,41.98,13.04
3372,50.99,10.15
3373,49.26,14.19
3374,51.17,11.0
3375,49.33,11.39
3376,36.0,10.24
3377,25.0,13.22
3378,17.01,11.47
3379,0.46,12.17
3380,4.36,13.12
3381,3.95,10.44
3382,-3.54,13.15
3383,-4.73,11.47
3384,0.14,12.54
3385,-1.49,13.07
3386,-1.25,13.15
3387,4.39,13.78
3388,1.64,11.4
3389,2.72,10.18
3390,3.0,12.68
3391,4.99,10.2
3392,11.28,11.04
3393,32.42,12.91
3394,37.48,14.29
3395,48.54,12.16
3396,44.31,12.21
3397,49.72,11.06
3398,44.76,11.94
3399,43.43,13.05
3400,41.98,11.49
3401,22.89,14.49
3402,11.02,14.22
3403,-4.92,14.42
3404,0.38,11.93
3405,4.79,11.19
3406,-1.16,13.42
3407,4.93,14.2
3408,-2.16,12.11
3409,0.61,11.88
3410,3.61,14.73
3411,-3.58,12.09
3412,-2.76,14.31
3413,-1.06,10.36
3414,-1.54,14.47
3415,1.42,13.99
3416,15.75,12.72
3417,30.81,14.2
3418,33.95,10.76
3419,40.04,12.45
3420,52.09,11.64
3421,50.03,11.12
3422,48.32,11.59
3423,40.47,12.73
3424,34.89,11.73
3425,27.77,10.26
3426,11.64,12.54
3427,-1.79,10.29
3428,4.42,10.56
3429,4.16,12.58
3430,-2.49,10.65
3431,-3.75,12.25
3432,1.94,11.12
3433,-4.9,12.92
3434,-3.51,12.64
3435,3.84,12.82
3436,1.58,12.91
3437,-3.99,10.16
3438,0.64,14.66
3439,-3.85,10.48
3440,14.83,12.53
3441,29.35,10.69
3442,37.6,10.05
3443,44.63,13.63
3444,50.73,14.09
3445,54.29,11.11
3446,51.86,12.46
3447,42.78,13.72
3448,39.05,14.21
3449,28.47,14.64
3450,17.23,14.63
3451,-2.3,12.32
3452,-2.46,11.49
3453,2.6,12.23
3454,2.23,11.76
3455,-1.63,14.08
3456,-0.52,13.49
3457,0.41,12.3
3458,-1.3,11.62
3459,-3.06,12.5
3460,4.93,12.75
3461,3.88,11.68
3462,-4.95,10.86
3463,-1.16,10.37
3464,13.96,11.15
3465,31.07,11.85
3466,35.53,10.82
3467,43.32,10.95
3468,43.75,11.56
3469,50.79,14.76
3470,48.92,10.13
3471,48.58,14.8
3472,38.22,13.6
3473,32.44,12.83
3474,14.1,11.9
3475,0.42,13.15
3476,-1.66,12.87
3477,-3.41,14.75
3478,2.07,10.65
3479,-3.03,14.07
3480,1.52,10.5
3481,-1.48,13.96
3482,-1.56,13.96
3483,-2.02,12.72
3484,1.51,10.87
3485,1.83,12.58
3486,-0.44,13.82
3487,-0.9,13.8
3488,13.57,11.92
3489,24.42,14.57
3490,41.65,14.64
3491,46.34,11.46
3492,46.9,11.19
3493,52.62,12.72
3494,51.81,11.29
3495,47.26,12.49
3496,33.82,11.88
3497,28.98,14.94
3498,13.26,10.41
3499,-2.32,12.67
3500,0.24,14.45
3501,0.2,10.7
3502,-4.01,12.3
3503,-0.6,10.35
3504,3.42,11.28
3505,-3.63,10.63
3506,1.92,13.43
3507,2.81,13.8
3508,-1.84,13.89
3509,0.39,11.89
3510,-0.54,10.21
3511,-3.21,14.11
3512,18.61,11.31
3513,25.55,14.02
3514,38.5,14.15
3515,49.25,13.3
3516,46.2,13.1
3517,51.08,11.03
3518,53.28,14.69
3519,40.91,10.65
3520,35.07,10.3
3521,24.89,12.99
3522,13.25,12.82
3523,0.48,14.77
3524,3.07,12.54
3525,-2.68,11.84
3526,-3.67,12.81
3527,-2.51,14.92
3528,-4.39,13.17
3529,-4.66,14.69
3530,-4.98,13.39
3531,-0.55,14.16
3532,-4.27,14.31
3533,1.86,14.28
3534,0.27,13.7
3535,0.04,12.83
3536,11.72,10.73
3537,29.37,10.09
3538,42.18,13.05
3539,39.75,10.02
3540,48.05,10.67
3541,53.61,12.96
3542,52.86,10.0
3543,48.21,12.38
3544,34.92,11.76
3545,26.83,13.34
3546,13.2,11.45
3547,1.76,12.13
3548,-2.41,12.03
3549,2.21,11.2
3550,-2.82,13.22
3551,-2.12,12.43
3552,1.15,12.32
3553,1.8,10.08
3554,1.6,10.65
3555,2.42,14.97
3556,-1.42,10.74
3557,4.04,14.21
3558,4.3,10.11
3559,4.49,10.24
3560,19.82,14.47
3561,27.87,12.92
3562,41.76,10.53
3563,40.44,10.55
3564,45.58,12.88
3565,53.45,11.91
3566,47.25,10.38
3567,40.3,14.62
3568,36.4,10.56
3569,32.73,13.4
3570,10.37,13.04
3571,-4.14,11.22
3572,1.37,13.67
3573,2.81,11.51
3574,3.12,14.5
3575,-4.91,11.06
3576,-2.8,10.37
3577,-0.22,12.29
3578,2.27,11.37
3579,-3.81,11.18
3580,-0.66,11.5
3581,-3.37,11.97
3582,-2.87,11.06
3583,-1.48,11.73
3584,17.39,12.26
3585,22.93,12.78
3586,38.31,12.19
3587,48.44,10.08
3588,51.83,12.71
3589,49.83,14.53
3590,44.44,12.7
3591,43.8,13.76
3592,37.8,13.99
3593,28.19,10.82
3594,18.58,14.47
3595,4.89,13.62
3596,-1.37,12.61
3597,-1.5,10.77
3598,4.74,12.23
3599,-4.16,10.96
3600,-0.08,10.51
3601,0.08,12.02
3602,-3.48,11.37
3603,-0.48,14.1
3604,1.21,11.96
3605,0.08,12.17
3606,-1.87,11.68
3607,0.84,13.14
3608,15.99,11.23
3609,23.46,14.32
3610,38.82,11.17
3611,40.96,10.91
3612,45.94,10.17
3613,52.27,13.4
3614,44.27,11.74
3615,40.67,14.2
3616,41.5,10.5
3617,32.72,14.11
3618,11.13,12.24
3619,-1.03,13.0
3620,-2.09,12.39
3621,-1.95,15.0
3622,2.31,10.03
3623,-1.92,12.72
3624,1.08,13.41
3625,4.27,10.9
3626,1.62,11.86
3627,-3.52,14.29
3628,4.29,10.88
3629,2.64,10.8
3630,0.45,11.73
3631,-2.45,14.85
3632,10.96,14.51
3633,29.05,11.9
3634,38.37,11.44
3635,48.04,10.76
3636,53.05,12.39
3637,46.26,13.84
3638,53.31,13.47
3639,48.88,13.22
3640,36.1,13.89
3641,31.84,11.69
3642,11.53,13.32
3643,-3.58,12.22
3644,1.46,11.88
3645,4.19,10.08
3646,-3.42,13.46
3647,-0.61,10.61
3648,-2.12,13.23
3649,-1.01,11.35
3650,-4.18,14.89
3651,3.42,12.2
3652,1.65,11.06
3653,2.33,11.89
3654,-0.39,11.43
3655,-3.21,13.37
3656,15.27,13.37
3657,30.04,14.06
3658,38.27,10.95
3659,40.76,10.61
3660,53.54,13.66
3661,49.08,12.06
3662,45.9,13.88
3663,41.67,11.84
3664,40.8,12.55
3665,28.62,11.59
3666,16.44,10.66
3667,-1.34,10.67
3668,-0.7,12.91
3669,-1.89,13.85
3670,2.52,11.2
3671,1.04,13.72
3672,-2.07,11.8
3673,-4.27,10.6
3674,-4.87,10.48
3675,-0.38,11.52
3676,0.31,10.02
3677,4.23,12.23
3678,-2.1,12.67
3679,1.24,12.18
3680,16.16,11.58
3681,27.23,14.55
3682,40.49,13.23
3683,49.32,13.34
3684,51.71,14.54
3685,50.64,14.55
3686,51.7,12.81
3687,44.79,14.96
3688,39.97,12.24
3689,24.61,12.04
3690,14.17,10.35
3691,4.77,12.13
3692,0.84,12.74
3693,-3.86,13.45
3694,-4.04,12.94
3695,-2.54,12.62
3696,-1.62,14.11
3697,-1.22,13.64
3698,-3.16,12.46
3699,-3.04,10.74
3700,-0.13,10.48
3701,4.83,10.04
3702,0.77,14.48
3703,-3.0,10.87
3704,17.69,10.6
3705,31.54,10.46
3706,36.12,13.39
3707,45.36,12.73
3708,50.27,14.35
3709,52.16,13.28
3710,50.92,13.29
3711,42.83,10.17
3712,40.64,13.69
3713,28.92,13.7
3714,16.28,10.72
3715,3.68,11.64
3716,4.97,10.16
3717,-2.19,11.24
3718,2.37,13.94
3719,4.49,13.7
3720,-4.76,10.01
3721,-4.09,10.8
3722,4.65,11.59
3723,0.23,13.75
3724,0.08,10.8
3725,2.26,12.07
3726,3.62,11.72
3727,2.1,10.67
3728,11.06,14.63
3729,26.42,14.63
3730,34.05,12.83
3731,47.84,11.18
3732,47.25,13.61
3733,47.08,10.9
3734,48.33,14.43
3735,42.94,11.49
3736,33.84,14.62
3737,29.77,10.31
3738,18.57,11.93
3739,1.52,11.26
3740,-0.22,10.99
3741,-2.39,12.83
3742,0.85,14.86
3743,3.87,14.32
3744,2.6,13.45
3745,-4.9,11.55
3746,-0.52,14.78
3747,-4.34,10.42
3748,4.1,10.65
3749,-3.65,11.99
3750,-2.72,13.28
3751,-0.9,13.26
3752,11.72,11.33
3753,31.75,12.56
3754,35.62,11.36
3755,41.86,11.19
3756,51.59,12.74
3757,50.45,12.79
3758,46.92,12.76
3759,43.54,13.37
3760,36.64,13.65
3761,25.94,12.71
3762,19.88,12.71
3763,0.32,14.02
3764,-3.92,11.46
3765,-2.27,12.68
3766,1.59,11.99
3767,0.93,12.67
3768,-0.56,10.15
3769,-1.93,12.49
3770,-1.56,10.91
3771,-4.74,14.52
3772,-4.25,10.37
3773,3.73,11.44
3774,-1.21,12.3
3775,0.03,11.54
3776,10.82,11.38
3777,28.44,11.12
3778,41.15,14.45
3779,41.62,10.21
3780,43.85,10.18
3781,53.35,10.28
3782,50.63,11.84
3783,39.9,10.06
3784,35.46,12.98
3785,26.84,14.51
3786,15.7,13.37
3787,-3.12,11.59
3788,4.98,10.88
3789,-4.38,12.86
3790,-2.41,12.05
3791,1.12,13.73
3792,-2.68,12.12
3793,-4.84,12.64
3794,-4.48,13.31
3795,1.23,13.93
3796,-3.29,14.5
3797,3.76,14.0
3798,-2.73,12.87
3799,1.91,13.5
3800,15.26,13.14
3801,31.85,13.32
3802,35.02,13.48
3803,44.25,14.04
3804,48.68,14.36
3805,52.73,13.04
3806,52.98,12.39
3807,44.52,14.55
3808,39.23,11.37
